item_id;location_id;trans_date;qty;cost_amount
70FE3058512ECE11ADB310650500F7B8;B0BDDED34CC83E11052F6792C000B249;24.05.2025;-2;-133.68
6A32F2340F0EEE1191EE1065050029B9;B0BDDED34CC83E11052F6792C000B249;24.05.2025;-1;-159.96
112939332CA8BE118772106505005859;B0BDDED34CC83E11052F6792C000B249;24.05.2025;-3;-132.9
55233BFF1CA8BE118772106505005859;B0BDDED34CC83E11052F6792C000B249;24.05.2025;-20;-972.4
995E9B0F09BBCE11ADB310650500A4B8;B0BDDED34CC83E11052F6792C000B249;24.05.2025;-2;-255.2
47B641467711AE117260106505003F4A;B0BDDED34CC83E11052F6792C000B249;24.05.2025;-1;-262.99
8522A6469730FE1191EE106505002AB9;44673735EAF46E11B7B78A650500BC08;24.05.2025;2;5012.1
71FA764BBC3ABE118772106505005A59;44673735EAF46E11B7B78A650500BC08;24.05.2025;10;4626
D0E20C1FDC3ABE118772106505005A59;44673735EAF46E11B7B78A650500BC08;24.05.2025;50;2497
DCD44662F128FE11128010650500D819;44673735EAF46E11B7B78A650500BC08;24.05.2025;2;3650.26
65CDEA72EC3ABE118772106505005A59;44673735EAF46E11B7B78A650500BC08;24.05.2025;10;923.5
68BCE54FEC3ABE118772106505005A59;44673735EAF46E11B7B78A650500BC08;24.05.2025;10;1639.2
E323F18CEC3ABE118772106505005A59;44673735EAF46E11B7B78A650500BC08;24.05.2025;10;1526.1
240C3CC4FC3ABE118772106505005A59;44673735EAF46E11B7B78A650500BC08;24.05.2025;10;5587.2
AA7597500D3ABE118772106505005A59;44673735EAF46E11B7B78A650500BC08;24.05.2025;30;2075.1
0FED0FED9FBBAE11BE2110650500FF4A;44673735EAF46E11B7B78A650500BC08;24.05.2025;-10;-1808.94
A0FF92AAFD709E11F243BB650500F84B;44673735EAF46E11B7B78A650500BC08;24.05.2025;-10;-4590
0FED0FED9FBBAE11BE2110650500FF4A;44673735EAF46E11B7B78A650500BC08;24.05.2025;10;1808.94
A0FF92AAFD709E11F243BB650500F84B;44673735EAF46E11B7B78A650500BC08;24.05.2025;10;4590
7939AAF3531BFE11128010650500E819;44673735EAF46E11B7B78A650500BC08;24.05.2025;-6;-7746
C189AAF3531BFE11128010650500E819;44673735EAF46E11B7B78A650500BC08;24.05.2025;-6;-7746
2B406B15531BFE11128010650500E819;44673735EAF46E11B7B78A650500BC08;24.05.2025;-12;-18096
1E5CB30A5E55FE1191EE10650500E0C9;44673735EAF46E11B7B78A650500BC08;24.05.2025;-6;-9990
7939AAF3531BFE11128010650500E819;44673735EAF46E11B7B78A650500BC08;24.05.2025;6;7746
C189AAF3531BFE11128010650500E819;44673735EAF46E11B7B78A650500BC08;24.05.2025;6;7746
2B406B15531BFE11128010650500E819;44673735EAF46E11B7B78A650500BC08;24.05.2025;12;18096
1E5CB30A5E55FE1191EE10650500E0C9;44673735EAF46E11B7B78A650500BC08;24.05.2025;6;9990
B0C14B7F3B79DE11406610650500414A;44673735EAF46E11B7B78A650500BC08;24.05.2025;5;1129.55
6D56553C53E0DE11ADB310650500DBB8;44673735EAF46E11B7B78A650500BC08;24.05.2025;8;205.6
345902914575EE1191EE10650500D4B9;44673735EAF46E11B7B78A650500BC08;24.05.2025;36;720
006902914575EE1191EE10650500D4B9;44673735EAF46E11B7B78A650500BC08;24.05.2025;72;2556
779902914575EE1191EE10650500D4B9;44673735EAF46E11B7B78A650500BC08;24.05.2025;60;2634
033DC3D54575EE1191EE10650500D4B9;44673735EAF46E11B7B78A650500BC08;24.05.2025;60;3276
050BACBD2D456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;24.05.2025;24;1120.8
56E9A93546A27E11B7B78A650500DD08;44673735EAF46E11B7B78A650500BC08;24.05.2025;24;948
250BACBD2D456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;24.05.2025;24;1459.2
59ED9DF646A27E11B7B78A650500DD08;44673735EAF46E11B7B78A650500BC08;24.05.2025;24;1195.2
9BFAB03846A27E11B7B78A650500DD08;44673735EAF46E11B7B78A650500BC08;24.05.2025;24;1569.6
0152F80946A27E11B7B78A650500DD08;44673735EAF46E11B7B78A650500BC08;24.05.2025;36;2930.4
E75902914575EE1191EE10650500D4B9;44673735EAF46E11B7B78A650500BC08;24.05.2025;60;1608
68C2798F4E25FE1191EE10650500A0C9;44673735EAF46E11B7B78A650500BC08;24.05.2025;10;1266
28A30B3692D08E110819BB65050039AA;44673735EAF46E11B7B78A650500BC08;24.05.2025;10;1257.8
184FDB9792D08E110819BB65050039AA;44673735EAF46E11B7B78A650500BC08;24.05.2025;10;1464
21154C352D456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;24.05.2025;10;2556
41154C352D456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;24.05.2025;10;2894
28A30B3692D08E110819BB65050039AA;44673735EAF46E11B7B78A650500BC08;24.05.2025;-10;-1257.8
184FDB9792D08E110819BB65050039AA;44673735EAF46E11B7B78A650500BC08;24.05.2025;-10;-1464
21154C352D456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;24.05.2025;-10;-2556
41154C352D456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;24.05.2025;-10;-2894
B0C14B7F3B79DE11406610650500414A;44673735EAF46E11B7B78A650500BC08;24.05.2025;-5;-1129.55
6D56553C53E0DE11ADB310650500DBB8;44673735EAF46E11B7B78A650500BC08;24.05.2025;-8;-205.6
345902914575EE1191EE10650500D4B9;44673735EAF46E11B7B78A650500BC08;24.05.2025;-36;-720
006902914575EE1191EE10650500D4B9;44673735EAF46E11B7B78A650500BC08;24.05.2025;-72;-2556
779902914575EE1191EE10650500D4B9;44673735EAF46E11B7B78A650500BC08;24.05.2025;-60;-2634
033DC3D54575EE1191EE10650500D4B9;44673735EAF46E11B7B78A650500BC08;24.05.2025;-60;-3276
050BACBD2D456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;24.05.2025;-24;-1120.8
56E9A93546A27E11B7B78A650500DD08;44673735EAF46E11B7B78A650500BC08;24.05.2025;-24;-948
250BACBD2D456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;24.05.2025;-24;-1459.2
59ED9DF646A27E11B7B78A650500DD08;44673735EAF46E11B7B78A650500BC08;24.05.2025;-24;-1195.2
9BFAB03846A27E11B7B78A650500DD08;44673735EAF46E11B7B78A650500BC08;24.05.2025;-24;-1569.6
0152F80946A27E11B7B78A650500DD08;44673735EAF46E11B7B78A650500BC08;24.05.2025;-36;-2930.4
E75902914575EE1191EE10650500D4B9;44673735EAF46E11B7B78A650500BC08;24.05.2025;-60;-1608
68C2798F4E25FE1191EE10650500A0C9;44673735EAF46E11B7B78A650500BC08;24.05.2025;-10;-1266
28A30B3692D08E110819BB65050039AA;44673735EAF46E11B7B78A650500BC08;24.05.2025;10;1257.8
184FDB9792D08E110819BB65050039AA;44673735EAF46E11B7B78A650500BC08;24.05.2025;10;1464
21154C352D456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;24.05.2025;10;2556
41154C352D456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;24.05.2025;10;2894
B0C14B7F3B79DE11406610650500414A;44673735EAF46E11B7B78A650500BC08;24.05.2025;5;1129.55
6D56553C53E0DE11ADB310650500DBB8;44673735EAF46E11B7B78A650500BC08;24.05.2025;8;205.6
345902914575EE1191EE10650500D4B9;44673735EAF46E11B7B78A650500BC08;24.05.2025;36;720
006902914575EE1191EE10650500D4B9;44673735EAF46E11B7B78A650500BC08;24.05.2025;72;2556
779902914575EE1191EE10650500D4B9;44673735EAF46E11B7B78A650500BC08;24.05.2025;60;2634
033DC3D54575EE1191EE10650500D4B9;44673735EAF46E11B7B78A650500BC08;24.05.2025;60;3276
050BACBD2D456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;24.05.2025;24;1120.8
56E9A93546A27E11B7B78A650500DD08;44673735EAF46E11B7B78A650500BC08;24.05.2025;24;948
250BACBD2D456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;24.05.2025;24;1459.2
59ED9DF646A27E11B7B78A650500DD08;44673735EAF46E11B7B78A650500BC08;24.05.2025;24;1195.2
9BFAB03846A27E11B7B78A650500DD08;44673735EAF46E11B7B78A650500BC08;24.05.2025;24;1569.6
0152F80946A27E11B7B78A650500DD08;44673735EAF46E11B7B78A650500BC08;24.05.2025;36;2930.4
E75902914575EE1191EE10650500D4B9;44673735EAF46E11B7B78A650500BC08;24.05.2025;60;1608
68C2798F4E25FE1191EE10650500A0C9;44673735EAF46E11B7B78A650500BC08;24.05.2025;10;1266
A5A139B2829BED11A62CD892C0003F2A;FC081C55582CED11A62CD892C0003F2A;24.05.2025;-1;-962.97
D29D438BEECFCE11ADB3106505003AB8;FC081C55582CED11A62CD892C0003F2A;24.05.2025;-1;-318.93
071517B0686BAE11BE21106505008F4A;FC081C55582CED11A62CD892C0003F2A;24.05.2025;-1;-1033
C13D7D0C21BC5E1142D58A6505002D08;B0BDDED34CC83E11052F6792C000B249;24.05.2025;6;925.06
B184F0C4289E5E1142D58A6505004D08;B0BDDED34CC83E11052F6792C000B249;24.05.2025;6;5608.47
75637597289E5E1142D58A6505004D08;B0BDDED34CC83E11052F6792C000B249;24.05.2025;4;4346.75
7EB77CB933327E11B7B78A650500CD08;B0BDDED34CC83E11052F6792C000B249;24.05.2025;3;972.77
211D2C7B4FBDCE11ADB31065050077B8;B0BDDED34CC83E11052F6792C000B249;24.05.2025;2;3367.06
2BB816DD6FBDCE11ADB31065050077B8;B0BDDED34CC83E11052F6792C000B249;24.05.2025;6;4004.48
078A82AF6FBDCE11ADB31065050077B8;B0BDDED34CC83E11052F6792C000B249;24.05.2025;3;2082.29
BFD1C858411DEE1191EE1065050029B9;B0BDDED34CC83E11052F6792C000B249;24.05.2025;5;5417.76
D202C858411DEE1191EE1065050029B9;B0BDDED34CC83E11052F6792C000B249;24.05.2025;2;2332.99
2833DEC810CAED11A62CD892C0003F2A;B0BDDED34CC83E11052F6792C000B249;24.05.2025;10;695.56
783E818302CAED11A62CD892C0003F2A;B0BDDED34CC83E11052F6792C000B249;24.05.2025;12;1428.23
1CD89EE302CAED11A62CD892C0003F2A;B0BDDED34CC83E11052F6792C000B249;24.05.2025;8;700.9
0B9BA23602CAED11A62CD892C0003F2A;B0BDDED34CC83E11052F6792C000B249;24.05.2025;2;321.23
4A6D0B44DE2BED11A62CD892C0003F2A;B0BDDED34CC83E11052F6792C000B249;24.05.2025;4;564.33
632C9A40DF1A9E115250106505000B4A;B0BDDED34CC83E11052F6792C000B249;24.05.2025;3;3008.26
D15109F56B60AE117260106505005E4A;B0BDDED34CC83E11052F6792C000B249;24.05.2025;1;1163.24
F524D55F0C411E1143F0668E42008C3B;B0BDDED34CC83E11052F6792C000B249;24.05.2025;6;1791.56
1328B2B7F8511E1143F0668E42008C3B;B0BDDED34CC83E11052F6792C000B249;24.05.2025;5;2206.16
4E122438B8950E11A4A96492C0001C4B;B0BDDED34CC83E11052F6792C000B249;24.05.2025;6;984.47
ED904DDDC340EE114066106505003A4A;B0BDDED34CC83E11052F6792C000B249;24.05.2025;4;555.77
6ADCE8360C456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;24.05.2025;2;7123.24
8D4DB07A33529E115540106505006B3B;44673735EAF46E11B7B78A650500BC08;24.05.2025;10;12711.2
2EB15E7731E99E11525010650500BA4A;44673735EAF46E11B7B78A650500BC08;24.05.2025;9;3329.13
8BD1830E31E99E11525010650500BA4A;44673735EAF46E11B7B78A650500BC08;24.05.2025;10;3947.26
850731F72442EE11406610650500DC4A;44673735EAF46E11B7B78A650500BC08;24.05.2025;20;17854.23
8D4DB07A33529E115540106505006B3B;44673735EAF46E11B7B78A650500BC08;24.05.2025;-10;-12711.2
2EB15E7731E99E11525010650500BA4A;44673735EAF46E11B7B78A650500BC08;24.05.2025;-9;-3329.13
8BD1830E31E99E11525010650500BA4A;44673735EAF46E11B7B78A650500BC08;24.05.2025;-10;-3947.26
850731F72442EE11406610650500DC4A;44673735EAF46E11B7B78A650500BC08;24.05.2025;-20;-17854.23
6ADCE8360C456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;24.05.2025;-2;-7123.24
8D4DB07A33529E115540106505006B3B;44673735EAF46E11B7B78A650500BC08;24.05.2025;10;12711.2
2EB15E7731E99E11525010650500BA4A;44673735EAF46E11B7B78A650500BC08;24.05.2025;9;3329.13
8BD1830E31E99E11525010650500BA4A;44673735EAF46E11B7B78A650500BC08;24.05.2025;10;3947.26
850731F72442EE11406610650500DC4A;44673735EAF46E11B7B78A650500BC08;24.05.2025;20;17854.23
6ADCE8360C456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;24.05.2025;2;7123.24
DCD6493C5046FE1191EE1065050002C9;FC081C55582CED11A62CD892C0003F2A;24.05.2025;1;793.74
BE67493C5046FE1191EE1065050002C9;FC081C55582CED11A62CD892C0003F2A;24.05.2025;1;793.74
5F97493C5046FE1191EE1065050002C9;FC081C55582CED11A62CD892C0003F2A;24.05.2025;1;793.74
751D0690E1809E11F243BB650500F84B;44673735EAF46E11B7B78A650500BC08;24.05.2025;6;562.44
1D4C6A7E9E789E11525010650500E84A;44673735EAF46E11B7B78A650500BC08;24.05.2025;6;856.56
85BC61C3E9456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;24.05.2025;6;2198.16
11E9FB944645FE1191EE10650500C0C9;44673735EAF46E11B7B78A650500BC08;24.05.2025;3;3632.64
31813C136DCF8E11F243BB650500184B;44673735EAF46E11B7B78A650500BC08;24.05.2025;3;1599.6
AF705C6A710FBE118772106505006069;44673735EAF46E11B7B78A650500BC08;24.05.2025;5;4596.7
CE705C6A710FBE118772106505006069;44673735EAF46E11B7B78A650500BC08;24.05.2025;3;2758.02
C8DCDFD36DCF8E11F243BB650500184B;44673735EAF46E11B7B78A650500BC08;24.05.2025;3;624.36
ADBC13446DCF8E11F243BB650500184B;44673735EAF46E11B7B78A650500BC08;24.05.2025;6;3028.92
772D22AE94688E11F243BB6505001E3B;44673735EAF46E11B7B78A650500BC08;24.05.2025;3;2035.62
382D22AE94688E11F243BB6505001E3B;44673735EAF46E11B7B78A650500BC08;24.05.2025;3;1909.2
7E2797A0D2A7FE1191EE10650500D3C9;44673735EAF46E11B7B78A650500BC08;24.05.2025;6;1929.84
BAE85FB0D2A7FE1191EE10650500D3C9;44673735EAF46E11B7B78A650500BC08;24.05.2025;6;2007.24
7F7849C0D2A7FE1191EE10650500D3C9;44673735EAF46E11B7B78A650500BC08;24.05.2025;6;2007.24
F73B6DD6BAB49E115540106505008E3B;44673735EAF46E11B7B78A650500BC08;24.05.2025;6;2347.8
4E17C7337805FE1191EE1065050070C9;44673735EAF46E11B7B78A650500BC08;24.05.2025;6;3013.44
CD5D1F518805FE1191EE1065050070C9;44673735EAF46E11B7B78A650500BC08;24.05.2025;10;1023.4
557D03B8C6E5DE11ADB31065050072C8;FC081C55582CED11A62CD892C0003F2A;24.05.2025;5;175.76
2898A2D35BAC8E11F243BB650500E34B;FC081C55582CED11A62CD892C0003F2A;24.05.2025;2;235.11
2898A2D35BAC8E11F243BB650500E34B;FC081C55582CED11A62CD892C0003F2A;24.05.2025;1;83.97
C9AF0F218BAC8E11F243BB650500E34B;FC081C55582CED11A62CD892C0003F2A;24.05.2025;4;274.64
C9AF0F218BAC8E11F243BB650500E34B;FC081C55582CED11A62CD892C0003F2A;24.05.2025;1;73.66
361334F48BAC8E11F243BB650500E34B;FC081C55582CED11A62CD892C0003F2A;24.05.2025;4;294.63
0DE604913BAC8E11F243BB650500E34B;FC081C55582CED11A62CD892C0003F2A;24.05.2025;5;352.67
0A2F24F15BAC8E11F243BB650500E34B;FC081C55582CED11A62CD892C0003F2A;24.05.2025;2;135.81
0A2F24F15BAC8E11F243BB650500E34B;FC081C55582CED11A62CD892C0003F2A;24.05.2025;1;73.66
33D30F173B38BE11877210650500C759;FC081C55582CED11A62CD892C0003F2A;24.05.2025;5;245.48
C25C9D254B38BE11877210650500C759;FC081C55582CED11A62CD892C0003F2A;24.05.2025;2;91.65
C89C17E24B38BE11877210650500C759;FC081C55582CED11A62CD892C0003F2A;24.05.2025;3;147.28
BA3F291B8D5A8E11F243BB650500904B;FC081C55582CED11A62CD892C0003F2A;24.05.2025;15;1140.3
75FD2232904A7E110819BB65050039AA;44673735EAF46E11B7B78A650500BC08;24.05.2025;-1;-332.2
9A21E1F6E596DE11ADB31065050053C8;44673735EAF46E11B7B78A650500BC08;24.05.2025;2;555.34
9A21E1F6E596DE11ADB31065050053C8;44673735EAF46E11B7B78A650500BC08;24.05.2025;3;833.01
07AD7D7EE2DC9E11726010650500B94A;44673735EAF46E11B7B78A650500BC08;24.05.2025;-20;-442.8
588FD17C7F95FE1191EE1065050031C9;44673735EAF46E11B7B78A650500BC08;24.05.2025;36;12303.72
3386F2D8CC8EFE11F1557891FE697589;B0BDDED34CC83E11052F6792C000B249;24.05.2025;-2;-260
707785D8D0CAED11A62CD892C0003F2A;B0BDDED34CC83E11052F6792C000B249;24.05.2025;-1;-330
90C51D81CF496E11B7B78A650500BC08;FC081C55582CED11A62CD892C0003F2A;24.05.2025;6;1332
1B5CD79539596E11B7B78A650500BC08;FC081C55582CED11A62CD892C0003F2A;24.05.2025;4;272
703F9CA31676BE118772106505008559;FC081C55582CED11A62CD892C0003F2A;24.05.2025;2;312
B068D5B09562CE11877210650500B469;FC081C55582CED11A62CD892C0003F2A;24.05.2025;2;316
15B418FFD562CE11877210650500B469;FC081C55582CED11A62CD892C0003F2A;24.05.2025;13;2405
D2F85D4FD583CE118772106505002669;FC081C55582CED11A62CD892C0003F2A;24.05.2025;4;1288
C5D36239980CEE1191EE1065050029B9;FC081C55582CED11A62CD892C0003F2A;24.05.2025;2;1087.32
C3DDE75A3DE1FE1191EE106505005CB9;FC081C55582CED11A62CD892C0003F2A;24.05.2025;10;1798.3
E1897B612276AE11BE2110650500394A;FC081C55582CED11A62CD892C0003F2A;24.05.2025;9;1656
04A070E22276AE11BE2110650500394A;FC081C55582CED11A62CD892C0003F2A;24.05.2025;9;1818
E62BDFD32276AE11BE2110650500394A;FC081C55582CED11A62CD892C0003F2A;24.05.2025;15;4035
31DD5016F38FDE11406610650500494A;FC081C55582CED11A62CD892C0003F2A;24.05.2025;6;924
474072DC048FDE11406610650500494A;FC081C55582CED11A62CD892C0003F2A;24.05.2025;8;1208
100198EF248FDE11406610650500494A;FC081C55582CED11A62CD892C0003F2A;24.05.2025;2;354
F6BF5FF4948FDE11406610650500494A;FC081C55582CED11A62CD892C0003F2A;24.05.2025;6;1036.56
1C7BA1D0F35AAE11BE21106505002E4A;FC081C55582CED11A62CD892C0003F2A;24.05.2025;4;836
89702D7BF35AAE11BE21106505002E4A;FC081C55582CED11A62CD892C0003F2A;24.05.2025;4;228
734DB43FA5A0AE11726010650500AE4A;FC081C55582CED11A62CD892C0003F2A;24.05.2025;6;972
9DFAA0F7B5A0AE11726010650500AE4A;FC081C55582CED11A62CD892C0003F2A;24.05.2025;6;1254
E7F3286BB5A0AE11726010650500AE4A;FC081C55582CED11A62CD892C0003F2A;24.05.2025;6;1134
ABB0DA5FC5A0AE11726010650500AE4A;FC081C55582CED11A62CD892C0003F2A;24.05.2025;3;609
8847DE790E877E110819BB65050009AA;FC081C55582CED11A62CD892C0003F2A;24.05.2025;20;1577
41B091A689CA7E110819BB65050039AA;FC081C55582CED11A62CD892C0003F2A;24.05.2025;15;2475
CE36424CC67F7E110819BB65050039AA;FC081C55582CED11A62CD892C0003F2A;24.05.2025;44;1892
D6D28DE175E78E11F243BB6505007D3B;FC081C55582CED11A62CD892C0003F2A;24.05.2025;5;540
E5840CD981FA8E11F243BB650500514B;FC081C55582CED11A62CD892C0003F2A;24.05.2025;9;1107
90C51D81CF496E11B7B78A650500BC08;B0BDDED34CC83E11052F6792C000B249;24.05.2025;2;444
660CB86C39596E11B7B78A650500BC08;B0BDDED34CC83E11052F6792C000B249;24.05.2025;3;1011
703F9CA31676BE118772106505008559;B0BDDED34CC83E11052F6792C000B249;24.05.2025;2;312
CF86F83DF462CE11877210650500B469;B0BDDED34CC83E11052F6792C000B249;24.05.2025;2;330
B068D5B09562CE11877210650500B469;B0BDDED34CC83E11052F6792C000B249;24.05.2025;2;316
E220FB349562CE11877210650500B469;B0BDDED34CC83E11052F6792C000B249;24.05.2025;2;316
15B418FFD562CE11877210650500B469;B0BDDED34CC83E11052F6792C000B249;24.05.2025;13;2405
A2AB7A6F0662CE11877210650500B469;B0BDDED34CC83E11052F6792C000B249;24.05.2025;4;808
A2F85D4FD583CE118772106505002669;B0BDDED34CC83E11052F6792C000B249;24.05.2025;4;700
D2F85D4FD583CE118772106505002669;B0BDDED34CC83E11052F6792C000B249;24.05.2025;2;644
B7100FF51B9A9E11525010650500AB4A;B0BDDED34CC83E11052F6792C000B249;24.05.2025;2;1090.28
E6CAAE82D5A0AE11726010650500AE4A;B0BDDED34CC83E11052F6792C000B249;24.05.2025;6;1142.34
541B305F7E877E110819BB65050009AA;B0BDDED34CC83E11052F6792C000B249;24.05.2025;4;224
CE36424CC67F7E110819BB65050039AA;B0BDDED34CC83E11052F6792C000B249;24.05.2025;10;430
F165459B3E456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;24.05.2025;-3;-2799
024C08FD16B37E11B7B78A650500DD08;44673735EAF46E11B7B78A650500BC08;24.05.2025;-4;-2400
876304C34E456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;24.05.2025;-3;-774
E4AAB2CCE2376E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;24.05.2025;-2;-2984.11
8A6562D6E770BE11BE2110650500F55A;44673735EAF46E11B7B78A650500BC08;24.05.2025;-1;-140.5
D2F06262B0A1EE11406610650500FB4A;44673735EAF46E11B7B78A650500BC08;24.05.2025;-1;-220.32
6AB2EFF1B0A1EE11406610650500FB4A;44673735EAF46E11B7B78A650500BC08;24.05.2025;-5;-549.2
A8C13203A62FFE11F1557891FE693689;44673735EAF46E11B7B78A650500BC08;24.05.2025;-1;-80
56B7F08574A2CE118772106505000569;44673735EAF46E11B7B78A650500BC08;24.05.2025;-1;-531.57
33F066C9E6688E11F243BB6505001E3B;44673735EAF46E11B7B78A650500BC08;24.05.2025;-2;-745.8
02B618F4AC456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;24.05.2025;-1;-289.4
AF203DE8AC456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;24.05.2025;-2;-775.63
8F203DE8AC456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;24.05.2025;-2;-1076.16
